grp in,advid,count(),SQ,JDQ,full-conversion,billing-conversion
dplugin_theseus_iq_utility1,25696623,2,0,1,1,0
dplugin_theseus_iq_utility0,25696625,9,1,1,1,1
dplugin_theseus_iq_utility2,25696630,2,1,0,1,0
dplugin_theseus_iq_utility1,25696631,9,0,1,1,0
dplugin_theseus_iq_utility1,25696646,1,0,1,1,0
dplugin_theseus_iq_utility1,25696652,6,0,1,1,0
dplugin_theseus_iq_utility1,25696656,2,0,1,1,0
dplugin_theseus_iq_utility0,25696666,4,1,1,1,0
dplugin_theseus_iq_utility0,25696670,19,1,1,1,0
dplugin_theseus_iq_utility2,25696676,3,1,0,1,1
dplugin_theseus_iq_utility0,25696681,1,1,1,1,0
dplugin_theseus_iq_utility3,25696685,4,0,0,1,1
dplugin_theseus_iq_utility0,25696688,11,1,1,1,1
dplugin_theseus_iq_utility0,25696693,1,1,1,1,1
dplugin_theseus_iq_utility1,25696708,6,0,1,1,0
dplugin_theseus_iq_utility0,25696719,10,1,1,1,0
dplugin_theseus_iq_utility2,25696720,3,1,0,1,0
dplugin_theseus_iq_utility2,25696723,8,1,0,1,0
dplugin_theseus_iq_utility1,25696731,1,0,1,1,0
dplugin_theseus_iq_utility0,25696735,38,1,1,1,0
dplugin_theseus_iq_utility1,25696741,2,0,1,1,1
dplugin_theseus_iq_utility3,25696750,1,0,0,1,0
dplugin_theseus_iq_utility1,25696755,3,0,1,1,0
dplugin_theseus_iq_utility2,25696762,2,1,0,1,0
dplugin_theseus_iq_utility2,25696765,3,1,0,1,0
dplugin_theseus_iq_utility2,25696770,6,1,0,1,0
dplugin_theseus_iq_utility0,25696781,4,1,1,0,1
dplugin_theseus_iq_utility0,25696789,1,1,1,1,0
dplugin_theseus_iq_utility1,25696801,1,0,1,0,0
dplugin_theseus_iq_utility1,25696804,3,0,1,1,0
dplugin_theseus_iq_utility2,25696817,9,1,0,1,0
dplugin_theseus_iq_utility2,25696834,1,1,0,1,1
dplugin_theseus_iq_utility3,25696853,2,0,0,1,0
dplugin_theseus_iq_utility1,25696854,1,0,1,0,0
dplugin_theseus_iq_utility0,25696857,73,1,1,1,0
dplugin_theseus_iq_utility1,25696864,2,0,1,1,1
dplugin_theseus_iq_utility0,25696868,27,1,1,1,1
dplugin_theseus_iq_utility1,25696871,1,0,1,1,0
dplugin_theseus_iq_utility2,25696885,1,1,0,1,0
dplugin_theseus_iq_utility2,25696898,5,1,0,1,1
dplugin_theseus_iq_utility2,25696907,2,1,0,0,0
dplugin_theseus_iq_utility0,25696924,7,1,1,1,0
dplugin_theseus_iq_utility3,25696934,2,0,0,1,1
dplugin_theseus_iq_utility1,25696935,1,0,1,1,0
dplugin_theseus_iq_utility0,25696939,84,1,1,1,0
dplugin_theseus_iq_utility3,25696952,3,0,0,1,1
dplugin_theseus_iq_utility0,25696955,1,1,1,1,0
dplugin_theseus_iq_utility0,25696964,2,1,1,1,1
dplugin_theseus_iq_utility3,25696969,12,0,0,1,0
dplugin_theseus_iq_utility0,25696972,7,1,1,1,0
dplugin_theseus_iq_utility1,25696982,2,0,1,0,0
dplugin_theseus_iq_utility3,25696991,1,0,0,0,0
dplugin_theseus_iq_utility0,25696996,3,1,1,1,0
dplugin_theseus_iq_utility0,25697004,8,1,1,1,0
dplugin_theseus_iq_utility1,25697047,3,0,1,1,1
dplugin_theseus_iq_utility2,25697048,11,1,0,1,1
dplugin_theseus_iq_utility2,25697059,2,1,0,1,0
dplugin_theseus_iq_utility1,25697060,4,0,1,1,0
dplugin_theseus_iq_utility2,25697065,2,1,0,1,0
dplugin_theseus_iq_utility1,25697076,2,0,1,1,1
dplugin_theseus_iq_utility2,25697079,18,1,0,1,1
dplugin_theseus_iq_utility0,25697085,3,1,1,1,0
dplugin_theseus_iq_utility3,25697086,91,0,0,1,1
dplugin_theseus_iq_utility2,25697090,4,1,0,1,1
dplugin_theseus_iq_utility3,25697095,1,0,0,1,0
dplugin_theseus_iq_utility3,25697096,1,0,0,1,0
dplugin_theseus_iq_utility1,25697102,1,0,1,1,0
dplugin_theseus_iq_utility1,25697122,1,0,1,1,0
dplugin_theseus_iq_utility0,25697131,2,1,1,1,1
dplugin_theseus_iq_utility2,25697132,1,1,0,1,0
dplugin_theseus_iq_utility0,25697133,6,1,1,1,0
dplugin_theseus_iq_utility0,25697141,1,1,1,0,0
dplugin_theseus_iq_utility2,25697146,1,1,0,1,0
dplugin_theseus_iq_utility3,25697147,1,0,0,1,0
dplugin_theseus_iq_utility3,25697150,1,0,0,1,0
dplugin_theseus_iq_utility0,25697158,1,1,1,1,0
dplugin_theseus_iq_utility3,25697165,6,0,0,1,0
dplugin_theseus_iq_utility1,25697170,1,0,1,1,0
dplugin_theseus_iq_utility3,25697173,9,0,0,1,1
dplugin_theseus_iq_utility1,25697177,11,0,1,1,1
dplugin_theseus_iq_utility1,25697180,1,0,1,0,0
dplugin_theseus_iq_utility3,25697185,25,0,0,1,0
dplugin_theseus_iq_utility3,25697202,2,0,0,1,0
dplugin_theseus_iq_utility3,25697211,11,0,0,1,1
dplugin_theseus_iq_utility1,25697212,3,0,1,1,0
dplugin_theseus_iq_utility1,25697232,1,0,1,1,0
dplugin_theseus_iq_utility0,25697236,4,1,1,1,1
dplugin_theseus_iq_utility1,25697242,7,0,1,1,1
dplugin_theseus_iq_utility2,25697248,9,1,0,1,0
dplugin_theseus_iq_utility0,25697256,1,1,1,1,0
dplugin_theseus_iq_utility3,25697262,7,0,0,1,1
dplugin_theseus_iq_utility3,25697273,5,0,0,1,0
dplugin_theseus_iq_utility1,25697276,8,0,1,1,0
dplugin_theseus_iq_utility0,25697277,6,1,1,1,0
dplugin_theseus_iq_utility1,25697278,4,0,1,1,1
dplugin_theseus_iq_utility0,25697282,3,1,1,1,0
dplugin_theseus_iq_utility2,25697290,5,1,0,1,1
dplugin_theseus_iq_utility0,25697306,3,1,1,1,0
dplugin_theseus_iq_utility3,25697315,4,0,0,1,1
dplugin_theseus_iq_utility0,25697322,69,1,1,1,0
dplugin_theseus_iq_utility3,25697331,1,0,0,0,0
dplugin_theseus_iq_utility1,25697345,2,0,1,1,0
dplugin_theseus_iq_utility3,25697350,20,0,0,1,0
dplugin_theseus_iq_utility0,25697355,2,1,1,0,0
dplugin_theseus_iq_utility2,25697357,1,1,0,1,0
dplugin_theseus_iq_utility0,25697363,1,1,1,1,0
dplugin_theseus_iq_utility1,25697364,1,0,1,0,0
dplugin_theseus_iq_utility2,25697367,1,1,0,1,0
dplugin_theseus_iq_utility1,25697369,4,0,1,1,1
dplugin_theseus_iq_utility0,25697379,1,1,1,1,0
dplugin_theseus_iq_utility0,25697390,1,1,1,1,0
dplugin_theseus_iq_utility0,25697394,1,1,1,1,0
dplugin_theseus_iq_utility0,25697401,1,1,1,1,0
dplugin_theseus_iq_utility1,25697405,13,0,1,1,1
dplugin_theseus_iq_utility3,25697416,1,0,0,1,0
dplugin_theseus_iq_utility1,25697434,15,0,1,1,0
dplugin_theseus_iq_utility2,25697449,1,1,0,1,0
dplugin_theseus_iq_utility0,25697458,1,1,1,1,0
dplugin_theseus_iq_utility2,25697463,24,1,0,1,0
dplugin_theseus_iq_utility3,25697477,1,0,0,1,0
dplugin_theseus_iq_utility1,25697492,6,0,1,1,1
dplugin_theseus_iq_utility1,25697496,1,0,1,1,0
dplugin_theseus_iq_utility1,25697497,20,0,1,0,0
dplugin_theseus_iq_utility3,25697502,1,0,0,1,0
dplugin_theseus_iq_utility1,25697516,26,0,1,1,0
dplugin_theseus_iq_utility0,25697523,11,1,1,1,1
dplugin_theseus_iq_utility1,25697530,1,0,1,0,0
dplugin_theseus_iq_utility2,25697531,3,1,0,1,0
dplugin_theseus_iq_utility0,25697543,10,1,1,1,0
dplugin_theseus_iq_utility2,25697546,4,1,0,1,0
dplugin_theseus_iq_utility2,25697549,1,1,0,1,0
dplugin_theseus_iq_utility1,25697552,1,0,1,1,0
dplugin_theseus_iq_utility0,25697561,2,1,1,1,0
dplugin_theseus_iq_utility0,25697563,1,1,1,0,0
dplugin_theseus_iq_utility1,25697568,23,0,1,1,1
dplugin_theseus_iq_utility3,25697579,5,0,0,1,0
dplugin_theseus_iq_utility1,25697581,1,0,1,1,0
dplugin_theseus_iq_utility1,25697588,1,0,1,1,0
dplugin_theseus_iq_utility3,25697589,5,0,0,1,1
dplugin_theseus_iq_utility0,25697604,28,1,1,1,0
dplugin_theseus_iq_utility1,25697612,1,0,1,1,0
dplugin_theseus_iq_utility2,25697622,4,1,0,1,0
dplugin_theseus_iq_utility2,25697624,18,1,0,1,0
dplugin_theseus_iq_utility1,25697629,4,0,1,1,0
dplugin_theseus_iq_utility1,25697632,21,0,1,1,0
dplugin_theseus_iq_utility3,25697639,36,0,0,1,0
dplugin_theseus_iq_utility3,25697640,6,0,0,1,0
dplugin_theseus_iq_utility2,25697643,1,1,0,1,0
dplugin_theseus_iq_utility0,25697647,1,1,1,1,0
dplugin_theseus_iq_utility3,25697655,1,0,0,1,0
dplugin_theseus_iq_utility1,25697657,2,0,1,0,0
dplugin_theseus_iq_utility2,25697662,1,1,0,0,0
dplugin_theseus_iq_utility2,25697664,7,1,0,0,0
dplugin_theseus_iq_utility2,25697666,22,1,0,1,1
dplugin_theseus_iq_utility1,25697671,4,0,1,1,0
dplugin_theseus_iq_utility2,25697688,3,1,0,1,0
dplugin_theseus_iq_utility1,25697689,7,0,1,1,0
dplugin_theseus_iq_utility1,25697691,17,0,1,1,0
dplugin_theseus_iq_utility0,25697692,6,1,1,1,1
dplugin_theseus_iq_utility1,25697701,5,0,1,1,0
dplugin_theseus_iq_utility2,25697705,2,1,0,1,0
dplugin_theseus_iq_utility0,25697711,1,1,1,0,0
dplugin_theseus_iq_utility3,25697721,3,0,0,1,0
dplugin_theseus_iq_utility3,25697745,2,0,0,1,0
dplugin_theseus_iq_utility3,25697747,15,0,0,1,1
dplugin_theseus_iq_utility0,25697774,3,1,1,1,1
dplugin_theseus_iq_utility3,25697783,1,0,0,1,0
dplugin_theseus_iq_utility3,25697792,1,0,0,1,0
dplugin_theseus_iq_utility1,25697797,1,0,1,1,0
dplugin_theseus_iq_utility0,25697801,2,1,1,1,0
dplugin_theseus_iq_utility0,25697802,4,1,1,1,0
dplugin_theseus_iq_utility2,25697806,1,1,0,1,0
dplugin_theseus_iq_utility3,25697811,1,0,0,1,0
dplugin_theseus_iq_utility3,25697817,3,0,0,1,0
dplugin_theseus_iq_utility0,25697818,3,1,1,1,0
dplugin_theseus_iq_utility1,25697830,1,0,1,1,0
dplugin_theseus_iq_utility3,25697845,1,0,0,1,0
dplugin_theseus_iq_utility0,25697853,4,1,1,1,0
dplugin_theseus_iq_utility3,25697855,7,0,0,1,1
dplugin_theseus_iq_utility3,25697880,4,0,0,1,0
dplugin_theseus_iq_utility0,25697887,2,1,1,0,0
dplugin_theseus_iq_utility1,25697895,2,0,1,1,0
dplugin_theseus_iq_utility1,25697899,14,0,1,1,0
dplugin_theseus_iq_utility0,25697906,1,1,1,0,0
dplugin_theseus_iq_utility0,25697907,13,1,1,1,0
dplugin_theseus_iq_utility1,25697908,1,0,1,1,0
dplugin_theseus_iq_utility0,25697914,2,1,1,1,0
dplugin_theseus_iq_utility3,25697919,15,0,0,1,0
dplugin_theseus_iq_utility3,25697922,3,0,0,1,1
dplugin_theseus_iq_utility2,25697924,4,1,0,1,0
dplugin_theseus_iq_utility0,25697934,4,1,1,1,1
dplugin_theseus_iq_utility2,25697942,3,1,0,1,1
dplugin_theseus_iq_utility1,25697943,2,0,1,1,0
dplugin_theseus_iq_utility3,25697956,16,0,0,1,1
dplugin_theseus_iq_utility2,25697971,2,1,0,1,0
dplugin_theseus_iq_utility0,25697996,1,1,1,1,0
dplugin_theseus_iq_utility0,25698009,4,1,1,1,1
dplugin_theseus_iq_utility1,25698015,4,0,1,1,0
dplugin_theseus_iq_utility1,25698022,6,0,1,1,0
dplugin_theseus_iq_utility1,25698027,15,0,1,1,1
dplugin_theseus_iq_utility2,25698039,1,1,0,1,0
dplugin_theseus_iq_utility1,25698044,8,0,1,1,1
dplugin_theseus_iq_utility1,25698046,1,0,1,1,0
dplugin_theseus_iq_utility1,25698053,5,0,1,1,1
dplugin_theseus_iq_utility0,25698055,1,1,1,1,0
dplugin_theseus_iq_utility3,25698067,1,0,0,1,0
dplugin_theseus_iq_utility0,25698071,1,1,1,1,0
dplugin_theseus_iq_utility0,25698088,1,1,1,1,0
dplugin_theseus_iq_utility3,25698089,1,0,0,1,0
dplugin_theseus_iq_utility3,25698091,1,0,0,1,0
dplugin_theseus_iq_utility3,25698093,5,0,0,1,0
dplugin_theseus_iq_utility3,25698098,2,0,0,1,0
dplugin_theseus_iq_utility3,25698099,10,0,0,1,0
dplugin_theseus_iq_utility0,25698100,1,1,1,1,0
dplugin_theseus_iq_utility3,25698101,1,0,0,1,1
dplugin_theseus_iq_utility3,25698103,20,0,0,1,1
dplugin_theseus_iq_utility1,25698106,9,0,1,1,1
dplugin_theseus_iq_utility2,25698111,4,1,0,1,1
dplugin_theseus_iq_utility0,25698112,1,1,1,1,1
dplugin_theseus_iq_utility1,25698123,28,0,1,1,0
dplugin_theseus_iq_utility1,25698127,1,0,1,1,0
dplugin_theseus_iq_utility2,25698140,10,1,0,1,0
dplugin_theseus_iq_utility1,25698146,1,0,1,1,0
dplugin_theseus_iq_utility2,25698149,28,1,0,1,0
dplugin_theseus_iq_utility3,25698152,3,0,0,1,1
dplugin_theseus_iq_utility2,25698154,1,1,0,1,0
dplugin_theseus_iq_utility1,25698166,136,0,1,1,0
dplugin_theseus_iq_utility1,25698183,1,0,1,1,0
dplugin_theseus_iq_utility3,25698184,1,0,0,1,0
dplugin_theseus_iq_utility0,25698207,7,1,1,1,1
dplugin_theseus_iq_utility1,25698211,1,0,1,1,0
dplugin_theseus_iq_utility2,25698224,2,1,0,1,0
dplugin_theseus_iq_utility2,25698225,1,1,0,0,0
dplugin_theseus_iq_utility1,25698229,1,0,1,1,0
dplugin_theseus_iq_utility3,25698239,2,0,0,1,1
dplugin_theseus_iq_utility2,25698254,4,1,0,1,1
dplugin_theseus_iq_utility1,25698256,1,0,1,1,0
dplugin_theseus_iq_utility3,25698257,1,0,0,1,1
dplugin_theseus_iq_utility0,25698264,4,1,1,1,0
dplugin_theseus_iq_utility0,25698265,5,1,1,1,1
dplugin_theseus_iq_utility3,25698269,21,0,0,1,0
dplugin_theseus_iq_utility2,25698272,1,1,0,1,0
dplugin_theseus_iq_utility3,25698276,2,0,0,1,1
dplugin_theseus_iq_utility1,25698279,3,0,1,1,1
dplugin_theseus_iq_utility0,25698282,1,1,1,0,0
dplugin_theseus_iq_utility3,25698286,1,0,0,1,0
dplugin_theseus_iq_utility0,25698291,48,1,1,1,1
dplugin_theseus_iq_utility1,25698303,1,0,1,0,0
dplugin_theseus_iq_utility3,25698306,1,0,0,1,0
dplugin_theseus_iq_utility3,25698308,37,0,0,1,0
dplugin_theseus_iq_utility1,25698321,1,0,1,1,0
dplugin_theseus_iq_utility0,25698326,1,1,1,1,0
dplugin_theseus_iq_utility0,25698328,3,1,1,1,0
dplugin_theseus_iq_utility3,25698329,4,0,0,1,1
dplugin_theseus_iq_utility2,25698338,4,1,0,1,0
dplugin_theseus_iq_utility1,25698339,2,0,1,1,1
dplugin_theseus_iq_utility3,25698343,1,0,0,1,0
dplugin_theseus_iq_utility3,25698347,8,0,0,1,0
dplugin_theseus_iq_utility1,25698355,2,0,1,1,1
dplugin_theseus_iq_utility3,25698357,81,0,0,1,1
dplugin_theseus_iq_utility3,25698359,2,0,0,1,1
dplugin_theseus_iq_utility1,25698361,4,0,1,1,0
dplugin_theseus_iq_utility1,25698367,1,0,1,1,0
dplugin_theseus_iq_utility3,25698371,1,0,0,1,0
dplugin_theseus_iq_utility1,25698373,1,0,1,1,0
dplugin_theseus_iq_utility2,25698377,6,1,0,1,1
dplugin_theseus_iq_utility2,25698378,3,1,0,1,0
dplugin_theseus_iq_utility0,25698381,6,1,1,1,0
dplugin_theseus_iq_utility2,25698386,1,1,0,1,0
dplugin_theseus_iq_utility1,25698393,1,0,1,1,0
dplugin_theseus_iq_utility2,25698396,10,1,0,1,0
dplugin_theseus_iq_utility1,25698401,17,0,1,1,0
dplugin_theseus_iq_utility0,25698403,1,1,1,1,0
dplugin_theseus_iq_utility2,25698404,1,1,0,1,0
dplugin_theseus_iq_utility1,25698405,5,0,1,1,0
dplugin_theseus_iq_utility3,25698414,6,0,0,1,0
dplugin_theseus_iq_utility3,25698422,8,0,0,1,0
dplugin_theseus_iq_utility0,25698427,10,1,1,1,1
dplugin_theseus_iq_utility2,25698433,1,1,0,1,0
dplugin_theseus_iq_utility2,25698440,1,1,0,1,0
dplugin_theseus_iq_utility3,25698456,13,0,0,1,0
dplugin_theseus_iq_utility2,25698459,1,1,0,1,0
dplugin_theseus_iq_utility2,25698463,3,1,0,1,1
dplugin_theseus_iq_utility2,25698476,1,1,0,1,0
dplugin_theseus_iq_utility1,25698487,4,0,1,1,1
dplugin_theseus_iq_utility0,25698489,1,1,1,1,0
dplugin_theseus_iq_utility0,25698494,1,1,1,1,0
dplugin_theseus_iq_utility1,25698497,4,0,1,1,0
dplugin_theseus_iq_utility3,25698511,1,0,0,1,0
dplugin_theseus_iq_utility1,25698514,3,0,1,1,0
dplugin_theseus_iq_utility0,25698519,4,1,1,0,0
dplugin_theseus_iq_utility3,25698523,1,0,0,1,0
dplugin_theseus_iq_utility1,25698528,2,0,1,1,0
dplugin_theseus_iq_utility2,25698535,1,1,0,1,0
dplugin_theseus_iq_utility3,25698543,7,0,0,1,0
dplugin_theseus_iq_utility1,25698550,4,0,1,1,0
dplugin_theseus_iq_utility0,25698568,1,1,1,1,0
dplugin_theseus_iq_utility2,25698569,1,1,0,1,0
dplugin_theseus_iq_utility1,25698573,1,0,1,1,0
dplugin_theseus_iq_utility1,25698582,1,0,1,1,0
dplugin_theseus_iq_utility1,25698585,1,0,1,1,0
dplugin_theseus_iq_utility2,25698599,12,1,0,1,0
dplugin_theseus_iq_utility1,25698601,1,0,1,1,0
dplugin_theseus_iq_utility3,25698602,1,0,0,1,0
dplugin_theseus_iq_utility2,25698616,1,1,0,1,0
dplugin_theseus_iq_utility0,25698619,1,1,1,1,0
dplugin_theseus_iq_utility3,25698625,8,0,0,1,0
dplugin_theseus_iq_utility1,25698648,3,0,1,1,1
dplugin_theseus_iq_utility1,25698652,2,0,1,1,0
dplugin_theseus_iq_utility3,25698653,1,0,0,1,0
dplugin_theseus_iq_utility2,25698660,1,1,0,1,0
dplugin_theseus_iq_utility3,25698664,4,0,0,1,0
dplugin_theseus_iq_utility1,25698666,6,0,1,1,0
dplugin_theseus_iq_utility2,25698679,2,1,0,0,0
dplugin_theseus_iq_utility0,25698680,2,1,1,1,0
dplugin_theseus_iq_utility2,25698689,4,1,0,1,1
dplugin_theseus_iq_utility1,25698698,1,0,1,1,0
dplugin_theseus_iq_utility3,25698702,9,0,0,1,0
dplugin_theseus_iq_utility2,25698706,1,1,0,0,0
dplugin_theseus_iq_utility0,25698714,1,1,1,1,0
dplugin_theseus_iq_utility2,25698719,8,1,0,1,1
dplugin_theseus_iq_utility2,25698727,5,1,0,1,1
dplugin_theseus_iq_utility3,25698729,1,0,0,1,0
dplugin_theseus_iq_utility0,25698739,1,1,1,1,0
dplugin_theseus_iq_utility1,25698741,2,0,1,1,0
dplugin_theseus_iq_utility1,25698742,12,0,1,1,0
dplugin_theseus_iq_utility2,25698743,1,1,0,1,0
dplugin_theseus_iq_utility3,25698746,1,0,0,1,1
dplugin_theseus_iq_utility0,25698763,3,1,1,1,0
dplugin_theseus_iq_utility0,25698770,1,1,1,1,0
dplugin_theseus_iq_utility0,25698773,1,1,1,1,0
dplugin_theseus_iq_utility2,25698774,5,1,0,1,0
dplugin_theseus_iq_utility2,25698778,1,1,0,1,0
dplugin_theseus_iq_utility2,25698780,2,1,0,1,0
dplugin_theseus_iq_utility1,25698783,3,0,1,1,1
dplugin_theseus_iq_utility1,25698786,1,0,1,1,0
dplugin_theseus_iq_utility1,25698789,2,0,1,1,1
dplugin_theseus_iq_utility3,25698790,1,0,0,1,0
dplugin_theseus_iq_utility0,25698796,2,1,1,1,0
dplugin_theseus_iq_utility1,25698797,6,0,1,1,1
dplugin_theseus_iq_utility3,25698811,1,0,0,1,0
dplugin_theseus_iq_utility2,25698813,4,1,0,1,0
dplugin_theseus_iq_utility3,25698814,1,0,0,1,0
dplugin_theseus_iq_utility3,25698819,1,0,0,1,0
dplugin_theseus_iq_utility3,25698833,8,0,0,1,1
dplugin_theseus_iq_utility3,25698856,1,0,0,0,0
dplugin_theseus_iq_utility1,25698860,22,0,1,1,0
dplugin_theseus_iq_utility0,25698870,1,1,1,1,0
dplugin_theseus_iq_utility0,25698875,1,1,1,1,0
dplugin_theseus_iq_utility1,25698878,1,0,1,1,0
dplugin_theseus_iq_utility0,25698880,1,1,1,1,0
dplugin_theseus_iq_utility3,25698893,1,0,0,1,0
dplugin_theseus_iq_utility3,25698895,1,0,0,1,0
dplugin_theseus_iq_utility3,25698913,1,0,0,0,0
dplugin_theseus_iq_utility1,25698922,21,0,1,1,0
dplugin_theseus_iq_utility2,25698927,2,1,0,1,0
dplugin_theseus_iq_utility0,25698931,7,1,1,1,0
dplugin_theseus_iq_utility0,25698939,1,1,1,1,0
dplugin_theseus_iq_utility0,25698940,9,1,1,1,1
dplugin_theseus_iq_utility0,25698941,1,1,1,1,0
dplugin_theseus_iq_utility2,25698942,1,1,0,1,0
dplugin_theseus_iq_utility2,25698957,2,1,0,1,0
dplugin_theseus_iq_utility3,25698959,13,0,0,1,0
dplugin_theseus_iq_utility2,25698968,3,1,0,1,1
dplugin_theseus_iq_utility3,25698973,1,0,0,1,0
dplugin_theseus_iq_utility0,25698975,1,1,1,1,0
dplugin_theseus_iq_utility3,25698976,38,0,0,1,0
dplugin_theseus_iq_utility3,25698981,1,0,0,1,0
dplugin_theseus_iq_utility3,25698985,1,0,0,1,0
dplugin_theseus_iq_utility3,25698986,1,0,0,1,0
dplugin_theseus_iq_utility0,25698996,1,1,1,1,0
dplugin_theseus_iq_utility2,25699004,29,1,0,1,0
dplugin_theseus_iq_utility0,25699007,1,1,1,0,0
dplugin_theseus_iq_utility2,25699012,4,1,0,1,0
dplugin_theseus_iq_utility0,25699014,1,1,1,1,0
dplugin_theseus_iq_utility1,25699019,1,0,1,1,0
dplugin_theseus_iq_utility2,25699027,46,1,0,1,0
dplugin_theseus_iq_utility3,25699028,2,0,0,1,0
dplugin_theseus_iq_utility1,25699039,4,0,1,0,0
dplugin_theseus_iq_utility2,25699047,5,1,0,0,0
dplugin_theseus_iq_utility1,25699052,1,0,1,1,0
dplugin_theseus_iq_utility0,25699054,1,1,1,1,0
dplugin_theseus_iq_utility2,25699067,6,1,0,1,1
dplugin_theseus_iq_utility3,25699077,4,0,0,1,0
dplugin_theseus_iq_utility2,25699095,1,1,0,1,0
dplugin_theseus_iq_utility0,25699099,1,1,1,0,0
dplugin_theseus_iq_utility0,25699107,1,1,1,1,0
dplugin_theseus_iq_utility3,25699115,1,0,0,0,0
dplugin_theseus_iq_utility2,25699122,11,1,0,1,0
dplugin_theseus_iq_utility3,25699135,2,0,0,1,0
dplugin_theseus_iq_utility0,25699140,2,1,1,1,0
dplugin_theseus_iq_utility3,25699146,35,0,0,1,1
dplugin_theseus_iq_utility1,25699160,7,0,1,1,1
dplugin_theseus_iq_utility3,25699162,1,0,0,0,0
dplugin_theseus_iq_utility1,25699166,1,0,1,1,0
dplugin_theseus_iq_utility1,25699168,3,0,1,1,0
dplugin_theseus_iq_utility3,25699171,2,0,0,1,0
dplugin_theseus_iq_utility3,25699183,1,0,0,1,0
dplugin_theseus_iq_utility0,25699184,2,1,1,0,0
dplugin_theseus_iq_utility1,25699185,1,0,1,0,0
dplugin_theseus_iq_utility3,25699199,1,0,0,1,0
dplugin_theseus_iq_utility1,25699205,1,0,1,1,0
dplugin_theseus_iq_utility0,25699221,1,1,1,1,0
dplugin_theseus_iq_utility3,25699229,1,0,0,0,0
dplugin_theseus_iq_utility2,25699234,1,1,0,1,0
dplugin_theseus_iq_utility1,25699235,2,0,1,1,0
dplugin_theseus_iq_utility1,25699250,4,0,1,1,1
dplugin_theseus_iq_utility0,25699251,21,1,1,1,0
dplugin_theseus_iq_utility1,25699254,50,0,1,1,0
dplugin_theseus_iq_utility0,25699258,1,1,1,1,0
dplugin_theseus_iq_utility3,25699262,3,0,0,1,0
dplugin_theseus_iq_utility1,25699264,1,0,1,0,0
dplugin_theseus_iq_utility3,25699275,1,0,0,1,0
dplugin_theseus_iq_utility0,25699277,2,1,1,1,1
dplugin_theseus_iq_utility0,25699287,52,1,1,1,0
dplugin_theseus_iq_utility3,25699293,7,0,0,1,1
dplugin_theseus_iq_utility2,25699301,3,1,0,1,1
dplugin_theseus_iq_utility2,25699306,37,1,0,1,0
dplugin_theseus_iq_utility1,25699311,5,0,1,1,0
dplugin_theseus_iq_utility0,25699317,1,1,1,1,0
dplugin_theseus_iq_utility1,25699325,5,0,1,1,1
dplugin_theseus_iq_utility1,25699326,2,0,1,1,0
dplugin_theseus_iq_utility0,25699336,1,1,1,1,1
dplugin_theseus_iq_utility0,25699340,10,1,1,1,0
dplugin_theseus_iq_utility0,25699343,1,1,1,1,1
dplugin_theseus_iq_utility3,25699344,4,0,0,1,0
dplugin_theseus_iq_utility0,25699352,1,1,1,1,0
dplugin_theseus_iq_utility3,25699359,1,0,0,1,0
dplugin_theseus_iq_utility0,25699361,2,1,1,1,0
dplugin_theseus_iq_utility1,25699363,1,0,1,0,0
dplugin_theseus_iq_utility2,25699383,5,1,0,1,0
dplugin_theseus_iq_utility2,25699395,2,1,0,1,1
dplugin_theseus_iq_utility1,25699396,4,0,1,1,1
dplugin_theseus_iq_utility0,25699404,4,1,1,1,1
dplugin_theseus_iq_utility1,25699411,16,0,1,1,0
dplugin_theseus_iq_utility2,25699429,1,1,0,1,0
dplugin_theseus_iq_utility2,25699430,1,1,0,1,0
dplugin_theseus_iq_utility0,25699439,6,1,1,1,1
dplugin_theseus_iq_utility2,25699442,4,1,0,1,0
dplugin_theseus_iq_utility3,25699444,1,0,0,1,0
dplugin_theseus_iq_utility0,25699445,4,1,1,1,0
dplugin_theseus_iq_utility2,25699452,1,1,0,1,0
dplugin_theseus_iq_utility2,25699454,4,1,0,1,0
dplugin_theseus_iq_utility0,25699456,21,1,1,1,1
dplugin_theseus_iq_utility2,25699473,3,1,0,1,0
dplugin_theseus_iq_utility3,25699479,1,0,0,1,0
dplugin_theseus_iq_utility2,25699482,1,1,0,1,0
dplugin_theseus_iq_utility0,25699494,63,1,1,1,1
dplugin_theseus_iq_utility3,25699496,1,0,0,1,0
dplugin_theseus_iq_utility2,25699500,1,1,0,1,0
dplugin_theseus_iq_utility2,25699504,3,1,0,1,0
dplugin_theseus_iq_utility1,25699506,3,0,1,1,0
dplugin_theseus_iq_utility1,25699510,5,0,1,1,0
dplugin_theseus_iq_utility2,25699515,1,1,0,1,1
dplugin_theseus_iq_utility3,25699520,3,0,0,1,0
dplugin_theseus_iq_utility3,25699521,1,0,0,1,0
dplugin_theseus_iq_utility0,25699523,5,1,1,1,0
dplugin_theseus_iq_utility3,25699527,1,0,0,1,0
dplugin_theseus_iq_utility2,25699540,27,1,0,1,0
dplugin_theseus_iq_utility3,25699544,7,0,0,1,0
dplugin_theseus_iq_utility1,25699545,6,0,1,0,0
dplugin_theseus_iq_utility0,25699552,4,1,1,1,0
dplugin_theseus_iq_utility3,25699554,194,0,0,1,0
dplugin_theseus_iq_utility0,25699557,20,1,1,1,0
dplugin_theseus_iq_utility2,25699560,5,1,0,1,1
